speaker_id,subset,origin,declared_scope,terms_file,terms_sha256,review_status,export_allowed
maoto,単独音,research/data/raw/reference/utau-samples/maoto/単独音/oto.ini,local-research-only; verify source readme before export,research/data/raw/reference/utau-samples/maoto/単独音/readme.txt,e45d8f41d7e5115a0a424e5f54a3f079c1c8732fc9e9bcb208b9b399e5626b90,terms-file-present-unreviewed,no
maoto,単独音soft,research/data/raw/reference/utau-samples/maoto/単独音soft/oto.ini,local-research-only; verify source readme before export,,,terms-file-missing,no
maoto,単独音vivid,research/data/raw/reference/utau-samples/maoto/単独音vivid/oto.ini,local-research-only; verify source readme before export,,,terms-file-missing,no
はるかぜちゃん,単独音A,research/data/raw/reference/utau-samples/はるかぜちゃん/単独音A/oto.ini,local-research-only; verify source readme before export,research/data/raw/reference/utau-samples/はるかぜちゃん/単独音A/readme.txt,216f9d580eddde0f089a66fa07818b9ffb5519fe1fa3e877f5e6fa487982573a,terms-file-present-unreviewed,no
はるかぜちゃん,単独音B,research/data/raw/reference/utau-samples/はるかぜちゃん/単独音B/oto.ini,local-research-only; verify source readme before export,research/data/raw/reference/utau-samples/はるかぜちゃん/単独音B/readme.txt,cfde62fe31e378ce54076ba335f7a03a272035707c6d5a45c549be29910f35ba,terms-file-present-unreviewed,no
ろん,単独音,research/data/raw/reference/utau-samples/ろん/単独音/oto.ini,local-research-only; verify source readme before export,research/data/raw/reference/utau-samples/ろん/単独音/readme.txt,786fa467de65efc33de3a5b7e02ed250490e99a0fff6eaf17877140bd3b63093,terms-file-present-unreviewed,no
平野文,単独音,research/data/raw/reference/utau-samples/平野文/単独音/oto.ini,local-research-only; verify source readme before export,research/data/raw/reference/utau-samples/平野文/単独音/readme.txt,506f47d50487b66022bf5a4c9516637dcaf00793ad8fae9943b2c381ed180c9d,terms-file-present-unreviewed,no
弟の姉,単独音,research/data/raw/reference/utau-samples/弟の姉/単独音/oto.ini,local-research-only; verify source readme before export,research/data/raw/reference/utau-samples/弟の姉/単独音/readme.txt,c14191d657dd5a6a2b02d7503d8b4de5deec8638cf9ac69823861e084d3d6834,terms-file-present-unreviewed,no
新井里美,単独音,research/data/raw/reference/utau-samples/新井里美/単独音/oto.ini,local-research-only; verify source readme before export,research/data/raw/reference/utau-samples/新井里美/単独音/readme.txt,c566f6450f4aad059e2a6785a9a777dc6007b62c95d1d363b4e3076704812012,terms-file-present-unreviewed,no
水原薫,単独音,research/data/raw/reference/utau-samples/水原薫/単独音/oto.ini,local-research-only; verify source readme before export,research/data/raw/reference/utau-samples/水原薫/単独音/readme.txt,4822d180291496c6aaa4d0313c33181abc6de7a2e4a975897de5a190218a67a4,terms-file-present-unreviewed,no
水原薫,単独音-light,research/data/raw/reference/utau-samples/水原薫/単独音-light/oto.ini,local-research-only; verify source readme before export,,,terms-file-missing,no
水原薫,単独音-vivid,research/data/raw/reference/utau-samples/水原薫/単独音-vivid/oto.ini,local-research-only; verify source readme before export,,,terms-file-missing,no
真田アサミ,単独音,research/data/raw/reference/utau-samples/真田アサミ/単独音/oto.ini,local-research-only; verify source readme before export,research/data/raw/reference/utau-samples/真田アサミ/単独音/readme.txt,d8f5a656187574b8781367beec8fba303911a7e6fb8436c932cc94ea075ab064,terms-file-present-unreviewed,no
真田アサミ,単独音-Boyish,research/data/raw/reference/utau-samples/真田アサミ/単独音-Boyish/oto.ini,local-research-only; verify source readme before export,,,terms-file-missing,no
転少女（コロスケ）,単独音,research/data/raw/reference/utau-samples/転少女（コロスケ）/単独音/oto.ini,local-research-only; verify source readme before export,research/data/raw/reference/utau-samples/転少女（コロスケ）/単独音/readme.txt,43e624d79a7bf95ec498ba671a6d5014319f5cb616272e090644d7096ce67c68,terms-file-present-unreviewed,no
金田朋子,単独音,research/data/raw/reference/utau-samples/金田朋子/単独音/oto.ini,local-research-only; verify source readme before export,research/data/raw/reference/utau-samples/金田朋子/単独音/readme.txt,28f34334c1af20d362962f33f9b2d31a075e47b90bfa0c152b26aca9b39d0e3f,terms-file-present-unreviewed,no
金田朋子,単独音-Dark,research/data/raw/reference/utau-samples/金田朋子/単独音-Dark/oto.ini,local-research-only; verify source readme before export,,,terms-file-missing,no
門脇舞以,単独音_PLANE,research/data/raw/reference/utau-samples/門脇舞以/単独音_PLANE/oto.ini,local-research-only; verify source readme before export,,,terms-file-missing,no
門脇舞以,息,research/data/raw/reference/utau-samples/門脇舞以/息/oto.ini,local-research-only; verify source readme before export,,,terms-file-missing,no
